"","ensembl_gene_id","entrezgene_id","hgnc_symbol","gene_biotype","chromosome_name","start_position","end_position"
"13467","ENSG00000160410",92799,"SHKBP1","protein_coding","19",40576853,40591399
"13468","ENSG00000237136",646603,"C4orf51","protein_coding","4",145680146,145771032
"13469","ENSG00000151611",105377467,"MMAA","protein_coding","4",145599042,145660033
"13470","ENSG00000151611",166785,"MMAA","protein_coding","4",145599042,145660033
"13471","ENSG00000161714",113026,"PLCD3","protein_coding","17",45108959,45133354
"13472","ENSG00000176444",1196,"CLK2","protein_coding","1",155262868,155278491
"13473","ENSG00000183208",390637,"GDPGP1","protein_coding","15",90233808,90245811
"13474","ENSG00000152253",57405,"SPC25","protein_coding","2",168834132,168913371
"13475","ENSG00000071889",60343,"FAM3A","protein_coding","X",154506159,154516242
"13476","ENSG00000181513",79777,"ACBD4","protein_coding","17",45132600,45144181
"13477","ENSG00000145242",2044,"EPHA5","protein_coding","4",65319563,65670495
"13478","ENSG00000152254",57818,"G6PC2","protein_coding","2",168901291,168910000
"13479","ENSG00000137766",440279,"UNC13C","protein_coding","15",53978201,54628707
"13480","ENSG00000026950",11119,"BTN3A1","protein_coding","6",26402237,26415208
"13481","ENSG00000143630",57657,"HCN3","protein_coding","1",155277463,155289848
"13482","ENSG00000073734",8647,"ABCB11","protein_coding","2",168915498,169031324
"13483","ENSG00000111669",7167,"TPI1","protein_coding","12",6867119,6870948
"13484","ENSG00000137460",85462,"FHDC1","protein_coding","4",152936323,152979671
"13485","ENSG00000143627",5313,"PKLR","protein_coding","1",155289293,155301438
"13486","ENSG00000151881",64417,"TMEM267","protein_coding","5",43444252,43483893
"13487","ENSG00000129187",1635,"DCTD","protein_coding","4",182890060,182917936
"13488","ENSG00000120215",2315,"MLANA","protein_coding","9",5890889,5910606
"13489","ENSG00000156453",5097,"PCDH1","protein_coding","5",141853090,141879246
"13490","ENSG00000213402",5790,"PTPRCAP","protein_coding","11",67435510,67437682
"13491","ENSG00000173517",79834,"PEAK1","protein_coding","15",77100656,77420144
"13492","ENSG00000172725",57175,"CORO1B","protein_coding","11",67435510,67443821
"13493","ENSG00000183117",64478,"CSMD1","protein_coding","8",2935353,4994972
"13494","ENSG00000186834",10614,"HEXIM1","protein_coding","17",45148475,45152099
"13495","ENSG00000197721",1379,"CR1L","protein_coding","1",207645113,207738416
"13496","ENSG00000136448",4836,"NMT1","protein_coding","17",44957992,45109016
"13497","ENSG00000081479",4036,"LRP2","protein_coding","2",169127109,169362534
"13498","ENSG00000082074",2533,"FYB1","protein_coding","5",39105252,39274528
"13499","ENSG00000099219",79956,"ERMP1","protein_coding","9",5749832,5879537
"13500","ENSG00000111801",10384,"BTN3A3","protein_coding","6",26440472,26453415
"13501","ENSG00000204842",6311,"ATXN2","protein_coding","12",111443485,111599676
"13502","ENSG00000047346",56204,"ATOSA","protein_coding","15",52581317,52709817
"13503","ENSG00000090006",8425,"LTBP4","protein_coding","19",40592883,40629818
"13504","ENSG00000174059",947,"CD34","protein_coding","1",207880972,207911402
"13505","ENSG00000137473",83894,"TTC29","protein_coding","4",146706617,146945882
"13506","ENSG00000175514",390212,"GPR152","protein_coding","11",67451301,67452729
"13507","ENSG00000172663",80194,"TMEM134","protein_coding","11",67461710,67469272
"13508","ENSG00000161381",57125,"PLXDC1","protein_coding","17",39063313,39154394
"13509","ENSG00000142657",5226,"PGD","protein_coding","1",10398592,10420511
"13510","ENSG00000203879",2664,"GDI1","protein_coding","X",154436913,154443467
"13511","ENSG00000109475",6164,"RPL34","protein_coding","4",108620569,108630412
"13512","ENSG00000165312",220213,"OTUD1","protein_coding","10",23439075,23442377
"13513","ENSG00000120549",56243,"KIAA1217","protein_coding","10",23694746,24547848
"13514","ENSG00000251503",100526739,"CENPS-CORT","protein_coding","1",10430102,10452153
"13515","ENSG00000111875",25842,"ASF1A","protein_coding","6",118894152,118909171
"13516","ENSG00000162236",6811,"STX5","protein_coding","11",62806860,62832051
"13517","ENSG00000175279",378708,"CENPS","protein_coding","1",10430433,10442808
"13518","ENSG00000138756",55589,"BMP2K","protein_coding","4",78776342,78916365
"13519","ENSG00000111877",254394,"MCM9","protein_coding","6",118813442,118935162
"13520","ENSG00000160049",1676,"DFFA","protein_coding","1",10456522,10472529
"13521","ENSG00000164172",4338,"MOCS2","protein_coding","5",53095679,53110063
"13522","ENSG00000153130",60592,"SCOC","protein_coding","4",140257286,140385728
"13523","ENSG00000122188",54900,"LAX1","protein_coding","1",203765177,203776372
"13524","ENSG00000135333",2045,"EPHA7","protein_coding","6",93240020,93419687
"13525","ENSG00000102312",64840,"PORCN","protein_coding","X",48508959,48520814
"13526","ENSG00000182004",6635,"SNRPE","protein_coding","1",203861599,203871152
"13527","ENSG00000140254",90527,"DUOXA1","protein_coding","15",45117366,45129938
"13528","ENSG00000128596",64753,"CCDC136","protein_coding","7",128790757,128822132
"13529","ENSG00000152583",8404,"SPARCL1","protein_coding","4",87473335,87531061
"13530","ENSG00000258728",NA,"","protein_coding","9",34646631,34661886
"13531","ENSG00000130768",27293,"SMPDL3B","protein_coding","1",27935000,27959157
"13532","ENSG00000141748",390790,"ARL5C","protein_coding","17",39156894,39167484
"13533","ENSG00000277535",727838,"CT47C1","protein_coding","X",119072993,119076765
"13534","ENSG00000137070",3590,"IL11RA","protein_coding","9",34652162,34661902
"13535","ENSG00000183918",4068,"SH2D1A","protein_coding","X",124227868,124373197
"13536","ENSG00000141750",342667,"STAC2","protein_coding","17",39210541,39225945
"13537","ENSG00000170396",91752,"ZNF804A","protein_coding","2",184598529,184939492
"13538","ENSG00000147246",3358,"HTR2C","protein_coding","X",114584078,114910061
"13539","ENSG00000166402",7275,"TUB","protein_coding","11",8019244,8106243
"13540","ENSG00000254126",927,"CD8B2","protein_coding","2",106487364,106544297
"13541","ENSG00000160949",4796,"TONSL","protein_coding","8",144428775,144444440
"13542","ENSG00000119321",23307,"FKBP15","protein_coding","9",113161006,113221458
"13543","ENSG00000170190",9121,"SLC16A5","protein_coding","17",75087727,75106162
"13544","ENSG00000131435",8572,"PDLIM4","protein_coding","5",132257696,132273454
"13545","ENSG00000158156",55113,"XKR8","protein_coding","1",27959588,27968093
"13546","ENSG00000132300",55037,"PTCD3","protein_coding","2",86106223,86142157
"13547","ENSG00000101916",51311,"TLR8","protein_coding","X",12906620,12923169
"13548","ENSG00000205542",7114,"TMSB4X","protein_coding","X",12975110,12977227
"13549","ENSG00000105245",9253,"NUMBL","protein_coding","19",40665905,40690972
"13550","ENSG00000182118",375061,"FAM89A","protein_coding","1",231018958,231040254
"13551","ENSG00000156466",392255,"GDF6","protein_coding","8",96142333,96160806
"13552","ENSG00000143633",128061,"C1orf131","protein_coding","1",231223763,231241187
"13553","ENSG00000135297",25821,"MTO1","protein_coding","6",73461578,73509236
"13554","ENSG00000187268",171484,"FAM9C","protein_coding","X",13035617,13044682
"13555","ENSG00000241852",541565,"C8orf58","protein_coding","8",22599599,22604150
"13556","ENSG00000128524",9296,"ATP6V1F","protein_coding","7",128862856,128865847
"13557","ENSG00000125449",79637,"ARMC7","protein_coding","17",75109952,75130272
"13558","ENSG00000109771",55805,"LRP2BP","protein_coding","4",185363872,185395924
"13559","ENSG00000197208",6583,"SLC22A4","protein_coding","5",132294394,132344190
"13560","ENSG00000182934",6734,"SRPRA","protein_coding","11",126262938,126269144
"13561","ENSG00000272899",100130705,"SPMIP1","protein_coding","7",128866330,128872047
"13562","ENSG00000125458",30833,"NT5C","protein_coding","17",75130225,75131757
"13563","ENSG00000158457",340348,"TSPAN33","protein_coding","7",129144707,129169699
"13564","ENSG00000082213",55322,"C5orf22","protein_coding","5",31532287,31555053
"13565","ENSG00000288208",NA,"","protein_coding","1",45329262,45491155
"13566","ENSG00000132773",114034,"TOE1","protein_coding","1",45340052,45343973
"13567","ENSG00000128602",6608,"SMO","protein_coding","7",129188633,129213545
"13568","ENSG00000188343",137392,"CIBAR1","protein_coding","8",93698561,93731527
"13569","ENSG00000205208",201725,"C4orf46","protein_coding","4",158666675,158672255
"13570","ENSG00000171503",2110,"ETFDH","protein_coding","4",158671968,158710742
"13571","ENSG00000070759",10420,"TESK2","protein_coding","1",45343883,45491163
"13572","ENSG00000123815",79934,"COQ8B","protein_coding","19",40691514,40725784
"13573","ENSG00000189159",51155,"JPT1","protein_coding","17",75135248,75168281
"13574","ENSG00000072682",8974,"P4HA2","protein_coding","5",132190147,132295315
"13575","ENSG00000106571",2737,"GLI3","protein_coding","7",41960949,42264100
"13576","ENSG00000280670",126661,"CCDC163","protein_coding","1",45493866,45500079
"13577","ENSG00000177971",55272,"IMP3","protein_coding","15",75639085,75648706
"13578","ENSG00000132313",51318,"MRPL35","protein_coding","2",86199355,86213790
"13579","ENSG00000110063",28960,"DCPS","protein_coding","11",126304060,126350005
"13580","ENSG00000214575",64506,"CPEB1","protein_coding","15",82543201,82648861
"13581","ENSG00000101966",331,"XIAP","protein_coding","X",123859712,123913972
"13582","ENSG00000132763",25974,"MMACHC","protein_coding","1",45500300,45513382
"13583","ENSG00000115548",55818,"KDM3A","protein_coding","2",86440647,86492716
"13584","ENSG00000178966",80010,"RMI1","protein_coding","9",83980798,84004074
"13585","ENSG00000165269",364,"AQP7","protein_coding","9",33383179,33402682
"13586","ENSG00000110080",6484,"ST3GAL4","protein_coding","11",126355640,126440344
"13587","ENSG00000130313",25796,"PGLS","protein_coding","19",17511636,17521288
"13588","ENSG00000188612",6613,"SUMO2","protein_coding","17",75165586,75182959
"13589","ENSG00000169224",148823,"GCSAML","protein_coding","1",247507058,247577690
"13590","ENSG00000170419",222008,"VSTM2A","protein_coding","7",54542325,54571080
"13591","ENSG00000048392",50484,"RRM2B","protein_coding","8",102204502,102238961
"13592","ENSG00000147044",8573,"CASK","protein_coding","X",41514934,41923554
"13593","ENSG00000142444",90580,"TIMM29","protein_coding","19",10928811,10933535
"13594","ENSG00000125450",79902,"NUP85","protein_coding","17",75205659,75235758
"13595","ENSG00000104964",166,"TLE5","protein_coding","19",3052910,3063107
"13596","ENSG00000105926",51678,"PALS2","protein_coding","7",24573268,24694193
"13597","ENSG00000091010",5459,"POU4F3","protein_coding","5",146338839,146341728
"13598","ENSG00000148498",56288,"PARD3","protein_coding","10",34109560,34815325
"13599","ENSG00000113360",29102,"DROSHA","protein_coding","5",31400494,31532196
"13600","ENSG00000229474",197135,"PATL2","protein_coding","15",44665732,44711323
"13601","ENSG00000165271",65083,"NOL6","protein_coding","9",33461353,33473930
"13602","ENSG00000136267",1607,"DGKB","protein_coding","7",14145049,14974777
"13603","ENSG00000171497",5481,"PPID","protein_coding","4",158709127,158723396
"13604","ENSG00000177489",81470,"OR2G2","protein_coding","1",247588360,247589313
"13605","ENSG00000177476",81469,"OR2G3","protein_coding","1",247605586,247606515
"13606","ENSG00000215252",440270,"GOLGA8B","protein_coding","15",34525095,34588503
"13607","ENSG00000029559",3381,"IBSP","protein_coding","4",87799554,87812435
"13608","ENSG00000139163",55500,"ETNK1","protein_coding","12",22625075,22690665
"13609","ENSG00000133019",1131,"CHRM3","protein_coding","1",239386565,239915452
"13610","ENSG00000118762",5311,"PKD2","protein_coding","4",88007635,88077777
"13611","ENSG00000130713",23404,"EXOSC2","protein_coding","9",130693721,130707288
"13612","ENSG00000126259",84063,"KIRREL2","protein_coding","19",35855861,35867136
"13613","ENSG00000164754",5885,"RAD21","protein_coding","8",116845934,116874776
"13614","ENSG00000162636",284611,"EEIG2","protein_coding","1",108560089,108644900
"13615","ENSG00000125447",23163,"GGA3","protein_coding","17",75236599,75262363
"13616","ENSG00000187109",4673,"NAP1L1","protein_coding","12",76036585,76084735
"13617","ENSG00000274443",100130301,"C8orf89","protein_coding","8",73241331,73259530
"13618","ENSG00000118777",9429,"ABCG2","protein_coding","4",88090150,88231628
"13619","ENSG00000178209",5339,"PLEC","protein_coding","8",143915153,143976734
"13620","ENSG00000004866",93655,"ST7","protein_coding","7",116953238,117230176
"13621","ENSG00000004866",7982,"ST7","protein_coding","7",116953238,117230176
"13622","ENSG00000162639",113802,"HENMT1","protein_coding","1",108648290,108661526
"13623","ENSG00000258984",NA,"UBE2F-SCLY","protein_coding","2",237967014,238099412
"13624","ENSG00000132330",51540,"SCLY","protein_coding","2",238060924,238099413
"13625","ENSG00000212864",727800,"RNF208","protein_coding","9",137220247,137222240
"13626","ENSG00000166069",145942,"TMCO5A","protein_coding","15",37921939,37967724
"13627","ENSG00000165684",6621,"SNAPC4","protein_coding","9",136375567,136400176
"13628","ENSG00000196526",60312,"AFAP1","protein_coding","4",7758714,7939926
"13629","ENSG00000156475",5521,"PPP2R2B","protein_coding","5",146580742,147084784
"13630","ENSG00000283329",110806297,"FAM240B","protein_coding","9",38694266,38720133
"13631","ENSG00000119508",8013,"NR4A3","protein_coding","9",99821855,99866891
"13632","ENSG00000134186",55119,"PRPF38B","protein_coding","1",108692310,108702928
"13633","ENSG00000138772",306,"ANXA3","protein_coding","4",78551747,78610451
"13634","ENSG00000105290",333,"APLP1","protein_coding","19",35867899,35879792
"13635","ENSG00000114126",7029,"TFDP2","protein_coding","3",141944428,142149544
"13636","ENSG00000136874",55014,"STX17","protein_coding","9",99906654,99974534
"13637","ENSG00000184206",643707,"GOLGA6L4","protein_coding","15",84235773,84245358
"13638","ENSG00000143107",163479,"FNDC7","protein_coding","1",108712908,108742749
"13639","ENSG00000166938",115752,"DIS3L","protein_coding","15",66293217,66333898
"13640","ENSG00000144488",339768,"ESPNL","protein_coding","2",238100340,238133287
"13641","ENSG00000116266",6814,"STXBP3","protein_coding","1",108746674,108809523
"13642","ENSG00000168427",377007,"KLHL30","protein_coding","2",238138668,238152947
"13643","ENSG00000178752",151176,"ERFE","protein_coding","2",238158970,238168900
"13644","ENSG00000132323",80895,"ILKAP","protein_coding","2",238170402,238203708
"13645","ENSG00000136861",55755,"CDK5RAP2","protein_coding","9",120388875,120580170
"13646","ENSG00000125445",51081,"MRPS7","protein_coding","17",75261674,75266376
"13647","ENSG00000215717",56900,"TMEM167B","protein_coding","1",109090764,109096934
"13648","ENSG00000138759",80144,"FRAS1","protein_coding","4",78057323,78544269
"13649","ENSG00000114405",57415,"CEP15","protein_coding","3",62319015,62336213
"13650","ENSG00000075131",54962,"TIPIN","protein_coding","15",66336191,66386746
"13651","ENSG00000132676",7818,"DAP3","protein_coding","1",155687960,155739010
"13652","ENSG00000125454",60386,"SLC25A19","protein_coding","17",75272981,75289510
"13653","ENSG00000285868",NA,"","protein_coding","5",157341596,157460100
"13654","ENSG00000172568",408263,"FNDC9","protein_coding","5",157341598,157345677
"13655","ENSG00000168016",9881,"TRANK1","protein_coding","3",36826819,36945057
"13656","ENSG00000172548",348938,"NIPAL4","protein_coding","5",157460213,157474722
"13657","ENSG00000126264",10870,"HCST","protein_coding","19",35902529,35904377
"13658","ENSG00000169032",5604,"MAP2K1","protein_coding","15",66386837,66491656
"13659","ENSG00000124588",4835,"NQO2","protein_coding","6",2987987,3019755
"13660","ENSG00000133800",10894,"LYVE1","protein_coding","11",10556966,10611689
"13661","ENSG00000113161",3156,"HMGCR","protein_coding","5",75336329,75364001
"13662","ENSG00000011600",7305,"TYROBP","protein_coding","19",35904401,35908295
"13663","ENSG00000172340",8801,"SUCLG2","protein_coding","3",67360460,67654612
"13664","ENSG00000198730",9646,"CTR9","protein_coding","11",10751246,10801625
"13665","ENSG00000151917",221336,"BEND6","protein_coding","6",56955107,57027346
"13666","ENSG00000187091",5333,"PLCD1","protein_coding","3",38007496,38029642
"13667","ENSG00000132005",5989,"RFX1","protein_coding","19",13961530,14007039
"13668","ENSG00000168116",57691,"KIAA1586","protein_coding","6",57046532,57055239
"13669","ENSG00000144485",55502,"HES6","protein_coding","2",238238267,238240662
"13670","ENSG00000236287",58486,"ZBED5","protein_coding","11",10812074,10858796
"13671","ENSG00000197062",7741,"ZSCAN26","protein_coding","6",28267058,28278224
"13672","ENSG00000152591",1834,"DSPP","protein_coding","4",87608529,87616873
"13673","ENSG00000155016",113612,"CYP2U1","protein_coding","4",107931549,107953461
"13674","ENSG00000171136",117579,"RLN3","protein_coding","19",14028148,14031551
"13675","ENSG00000177885",2885,"GRB2","protein_coding","17",75318076,75405709
"13676","ENSG00000203734",345930,"ECT2L","protein_coding","6",138795911,138904070
"13677","ENSG00000175390",8665,"EIF3F","protein_coding","11",7970251,8001862
"13678","ENSG00000104998",9466,"IL27RA","protein_coding","19",14031762,14053218
"13679","ENSG00000138821",64116,"SLC39A8","protein_coding","4",102251080,102431258
"13680","ENSG00000204104",26146,"TRAF3IP1","protein_coding","2",238320441,238400897
"13681","ENSG00000187867",342979,"PALM3","protein_coding","19",14053363,14062076
"13682","ENSG00000174446",10302,"SNAPC5","protein_coding","15",66490135,66497780
"13683","ENSG00000188032",646457,"C19orf67","protein_coding","19",14081624,14085875
"13684","ENSG00000285509",NA,"TBCEL-TECTA","protein_coding","11",121024125,121113108
"13685","ENSG00000182255",3739,"KCNA4","protein_coding","11",30009730,30017030
"13686","ENSG00000132718",23208,"SYT11","protein_coding","1",155859567,155885199
"13687","ENSG00000131808",2488,"FSHB","protein_coding","11",30231014,30235261
"13688","ENSG00000105011",55723,"ASF1B","protein_coding","19",14119512,14136613
"13689","ENSG00000164674",94120,"SYTL3","protein_coding","6",158650014,158764876
"13690","ENSG00000174444",6124,"RPL4","protein_coding","15",66498015,66524532
"13691","ENSG00000132680",22889,"KHDC4","protein_coding","1",155913045,155934413
"13692","ENSG00000149743",83707,"TRPT1","protein_coding","11",64223799,64226254
"13693","ENSG00000130283",2657,"GDF1","protein_coding","19",18868545,18896158
"13694","ENSG00000186340",7058,"THBS2","protein_coding","6",169215780,169254050
"13695","ENSG00000108298",6143,"RPL19","protein_coding","17",39200283,39204840
"13696","ENSG00000114850",6747,"SSR3","protein_coding","3",156539553,156555149
"13697","ENSG00000156973",5147,"PDE6D","protein_coding","2",231732433,231786272
"13698","ENSG00000105669",11316,"COPE","protein_coding","19",18899514,18919387
"13699","ENSG00000109323",4126,"MANBA","protein_coding","4",102630770,102760994
"13700","ENSG00000163273",4880,"NPPC","protein_coding","2",231921809,231926396
"13701","ENSG00000034533",28990,"ASTE1","protein_coding","3",131013875,131027649
"13702","ENSG00000144535",129563,"DIS3L2","protein_coding","2",231961245,232344350
"13703","ENSG00000163479",6746,"SSR2","protein_coding","1",156009048,156020951
"13704","ENSG00000002330",572,"BAD","protein_coding","11",64269830,64284704
"13705","ENSG00000163636",9861,"PSMD6","protein_coding","3",64010550,64024010
"13706","ENSG00000181222",5430,"POLR2A","protein_coding","17",7484366,7514616
"13707","ENSG00000050767",91522,"COL23A1","protein_coding","5",178237476,178590393
"13708","ENSG00000112337",10246,"SLC17A2","protein_coding","6",25912754,25930691
"13709","ENSG00000183018",124976,"SPNS2","protein_coding","17",4498881,4539035
"13710","ENSG00000173153",2101,"ESRRA","protein_coding","11",64305497,64316743
"13711","ENSG00000174442",55055,"ZWILCH","protein_coding","15",66504959,66550130
"13712","ENSG00000128591",2318,"FLNC","protein_coding","7",128830406,128859274
"13713","ENSG00000114805",23007,"PLCH1","protein_coding","3",155375580,155745071
"13714","ENSG00000132382",10514,"MYBBP1A","protein_coding","17",4538897,4555386
"13715","ENSG00000176783",80230,"RUFY1","protein_coding","5",179550554,179610012
"13716","ENSG00000137252",3062,"HCRTR2","protein_coding","6",55106460,55282617
"13717","ENSG00000204701",442186,"OR2J3","protein_coding","6",29108058,29114770
"13718","ENSG00000204657",7932,"OR2H2","protein_coding","6",29585121,29590500
"13719","ENSG00000163283",250,"ALPP","protein_coding","2",232378724,232382889
"13720","ENSG00000203907",441161,"OOEP","protein_coding","6",73368555,73395133
"13721","ENSG00000124701",10930,"APOBEC2","protein_coding","6",41053202,41064891
"13722","ENSG00000204520",100507436,"MICA","protein_coding","6",31399784,31415315
"13723","ENSG00000109861",1075,"CTSC","protein_coding","11",88265069,88359684
"13724","ENSG00000160803",56893,"UBQLN4","protein_coding","1",156035299,156053798
"13725","ENSG00000268193",NA,"","protein_coding","19",18907013,18934397
"13726","ENSG00000132698",57111,"RAB25","protein_coding","1",156061160,156070504
"13727","ENSG00000105671",54555,"DDX49","protein_coding","19",18919705,18929189
"13728","ENSG00000078237",57103,"TIGAR","protein_coding","12",4307763,4360028
"13729","ENSG00000260238",100527963,"PMF1-BGLAP","protein_coding","1",156212982,156243332
"13730","ENSG00000163286",251,"ALPG","protein_coding","2",232406844,232410714
"13731","ENSG00000109332",7323,"UBE2D3","protein_coding","4",102794383,102868896
"13732","ENSG00000118972",8074,"FGF23","protein_coding","12",4368227,4379712
"13733","ENSG00000148513",91074,"ANKRD30A","protein_coding","10",37125598,37232567
"13734","ENSG00000112739",8899,"PRPF4B","protein_coding","6",4021267,4064983
"13735","ENSG00000118971",894,"CCND2","protein_coding","12",4269771,4305353
"13736","ENSG00000163295",248,"ALPI","protein_coding","2",232456125,232460753
"13737","ENSG00000242252",632,"BGLAP","protein_coding","1",156242184,156243317
"13738","ENSG00000167741",124975,"GGT6","protein_coding","17",4556927,4560818
"13739","ENSG00000198952",23381,"SMG5","protein_coding","1",156249224,156282825
"13740","ENSG00000135414",10220,"GDF11","protein_coding","12",55743122,55757264
"13741","ENSG00000184545",1850,"DUSP8","protein_coding","11",1554051,1572271
"13742","ENSG00000205323",84324,"SARNP","protein_coding","12",55752463,55817724
"13743","ENSG00000119946",26507,"CNNM1","protein_coding","10",99329356,99394330
"13744","ENSG00000164597",10466,"COG5","protein_coding","7",107201372,107564261
"13745","ENSG00000171551",9427,"ECEL1","protein_coding","2",232479827,232487834
"13746","ENSG00000205869",387264,"KRTAP5-1","protein_coding","11",1584342,1585283
"13747","ENSG00000188176",342527,"SMTNL2","protein_coding","17",4583999,4608319
"13748","ENSG00000205867",440021,"KRTAP5-2","protein_coding","11",1597177,1598294
"13749","ENSG00000196224",387266,"KRTAP5-3","protein_coding","11",1607565,1608463
"13750","ENSG00000018408",25937,"WWTR1","protein_coding","3",149517235,149736714
"13751","ENSG00000205864",440023,"KRTAP5-6","protein_coding","11",1697195,1697755
"13752","ENSG00000244242",402778,"IFITM10","protein_coding","11",1732406,1750595
"13753","ENSG00000161905",246,"ALOX15","protein_coding","17",4630919,4642294
"13754","ENSG00000250644",NA,"","protein_coding","11",1734821,1763954
"13755","ENSG00000145975",222826,"FAM217A","protein_coding","6",4049434,4087344
"13756","ENSG00000120053",2805,"GOT1","protein_coding","10",99396870,99430624
"13757","ENSG00000163472",84283,"TMEM79","protein_coding","1",156282935,156293185
"13758","ENSG00000257390",NA,"","protein_coding","12",55757275,55827546
"13759","ENSG00000204659",646019,"CBY3","protein_coding","5",179678560,179681034
"13760","ENSG00000051128",9454,"HOMER3","protein_coding","19",18929201,18941261
"13761","ENSG00000117984",1509,"CTSD","protein_coding","11",1752752,1764573
"13762","ENSG00000123353",29095,"ORMDL2","protein_coding","12",55818041,55821879
"13763","ENSG00000169129",84632,"AFAP1L2","protein_coding","10",114294824,114404756
"13764","ENSG00000144749",26018,"LRIG1","protein_coding","3",66378797,66501263
"13765","ENSG00000127022",821,"CANX","protein_coding","5",179678628,179731641
"13766","ENSG00000198721",10455,"ECI2","protein_coding","6",4115693,4135597
"13767","ENSG00000141456",27043,"PELP1","protein_coding","17",4669774,4704337
"13768","ENSG00000163468",7203,"CCT3","protein_coding","1",156308968,156367873
"13769","ENSG00000123342",4327,"MMP19","protein_coding","12",55835433,55842966
"13770","ENSG00000198826",9824,"ARHGAP11A","protein_coding","15",32615144,32639941
"13771","ENSG00000237412",646960,"PRSS56","protein_coding","2",232520388,232525716
"13772","ENSG00000197150",11194,"ABCB8","protein_coding","7",151028422,151047782
"13773","ENSG00000135902",1144,"CHRND","protein_coding","2",232525993,232536667
"13774","ENSG00000141480",409,"ARRB2","protein_coding","17",4710596,4721499
"13775","ENSG00000065357",1606,"DGKA","protein_coding","12",55927319,55954027
"13776","ENSG00000123240",10133,"OPTN","protein_coding","10",13099449,13138308
"13777","ENSG00000105329",7040,"TGFB1","protein_coding","19",41301587,41353922
"13778","ENSG00000196811",1146,"CHRNG","protein_coding","2",232539692,232548115
"13779","ENSG00000130175",5589,"PRKCSH","protein_coding","19",11435284,11450968
"13780","ENSG00000166780",127898555,"BMERB1","protein_coding","16",15434475,15625028
"13781","ENSG00000166780",89927,"BMERB1","protein_coding","16",15434475,15625028
"13782","ENSG00000174963",84107,"ZIC4","protein_coding","3",147386046,147406809
"13783","ENSG00000174547",65003,"MRPL11","protein_coding","11",66435075,66466738
"13784","ENSG00000143952",51542,"VPS54","protein_coding","2",63892146,64019428
"13785","ENSG00000166923",26585,"GREM1","protein_coding","15",32718004,32745106
"13786","ENSG00000133392",4629,"MYH11","protein_coding","16",15703135,15857028
"13787","ENSG00000256349",NA,"","protein_coding","11",66509079,66533613
"13788","ENSG00000261794",728498,"GOLGA8H","protein_coding","15",30604028,30617752
"13789","ENSG00000188467",283652,"SLC24A5","protein_coding","15",48120990,48142672
"13790","ENSG00000174483",582,"BBS1","protein_coding","11",66510606,66533613
"13791","ENSG00000249141",NA,"","protein_coding","6",166858094,166956124
"13792","ENSG00000026297",8635,"RNASET2","protein_coding","6",166922113,166957191
"13793","ENSG00000090534",7066,"THPO","protein_coding","3",184371935,184381968
"13794","ENSG00000197329",57162,"PELI1","protein_coding","2",64092652,64144420
"13795","ENSG00000132677",57127,"RHBG","protein_coding","1",156369211,156385219
"13796","ENSG00000233932",399697,"CTXN2","protein_coding","15",48178122,48203758
"13797","ENSG00000074803",6557,"SLC12A1","protein_coding","15",48178438,48304078
"13798","ENSG00000065328",55388,"MCM10","protein_coding","10",13161558,13211110
"13799","ENSG00000154710",27342,"RABGEF1","protein_coding","7",66682164,66811464
"13800","ENSG00000141933",91978,"TPGS1","protein_coding","19",507497,519654
"13801","ENSG00000099804",997,"CDC34","protein_coding","19",531760,542092
"13802","ENSG00000169251",51068,"NMD3","protein_coding","3",161104696,161253532
"13803","ENSG00000173302",344561,"GPR148","protein_coding","2",130729070,130730336
"13804","ENSG00000254726",92312,"MEX3A","protein_coding","1",156072013,156082465
"13805","ENSG00000186377",260293,"CYP4X1","protein_coding","1",47023669,47050751
"13806","ENSG00000197540",3004,"GZMM","protein_coding","19",544034,549924
"13807","ENSG00000146833",89122,"TRIM4","protein_coding","7",99876958,99919531
"13808","ENSG00000186160",199974,"CYP4Z1","protein_coding","1",47067231,47118318
"13809","ENSG00000161920",400569,"MED11","protein_coding","17",4731428,4733608
"13810","ENSG00000162366",10158,"PDZK1IP1","protein_coding","1",47183582,47191044
"13811","ENSG00000176490",148252,"DIRAS1","protein_coding","19",2714567,2721372
"13812","ENSG00000141497",84225,"ZMYND15","protein_coding","17",4739833,4746119
"13813","ENSG00000267001",NA,"","protein_coding","19",2717769,2740048
"13814","ENSG00000141873",29985,"SLC39A3","protein_coding","19",2732204,2740028
"13815","ENSG00000186790",2301,"FOXE3","protein_coding","1",47416285,47418052
"13816","ENSG00000181472",57621,"ZBTB2","protein_coding","6",151364115,151391559
"13817","ENSG00000189030",391104,"VHLL","protein_coding","1",156298624,156299307
"13818","ENSG00000162763",440699,"LRRC52","protein_coding","1",165544000,165563957
"13819","ENSG00000155906",55005,"RMND1","protein_coding","6",151398898,151452158
"13820","ENSG00000158525",93979,"CPA5","protein_coding","7",130344816,130368730
"13821","ENSG00000143061",3321,"IGSF3","protein_coding","1",116574399,116667755
"13822","ENSG00000076770",55796,"MBNL3","protein_coding","X",132369320,132489968
"13823","ENSG00000173272",653784,"MZT2A","protein_coding","2",131464900,131492743
"13824","ENSG00000104969",6449,"SGTA","protein_coding","19",2754715,2783362
"13825","ENSG00000075886",113457,"TUBA3D","protein_coding","2",131476119,131482934
